Time,Source,Target,Amount,Location,Type,Labels
39976,S25560,T1492,15.93,L123,TP109,2
39977,S25561,T1184,6.0,L110,TP137,2
39978,S23796,T1013,891.8,L102,TP108,0
39979,S25562,T1061,147.84,L100,TP116,2
39980,S25563,T1013,0.0,L102,TP108,0
39981,S25563,T1013,5.0,L102,TP108,0
39982,S10348,T1593,537.27,L110,TP169,2
39983,S25564,T1687,9.46,L187,TP125,0
39984,S25565,T1086,5.0,L102,TP141,2
39985,S24918,T1013,621.1,L102,TP108,0
39986,S25566,T1083,580.0,L106,TP110,2
39987,S25567,T1086,5.0,L102,TP141,2
39988,S25568,T1544,6.0,L106,TP117,2
39989,S25569,T1118,10.8,L102,TP107,2
39990,S25570,T1025,4.0,L102,TP120,2
39991,S25564,T1260,1406.67,L141,TP104,1
39992,S25564,T1260,1406.63,L141,TP104,1
39993,S25571,T1421,175.64,L110,TP124,2
39994,S21554,T1008,4.0,L100,TP105,2
39995,S21554,T1008,9.0,L100,TP105,2
39996,S14133,T1008,60.0,L100,TP105,2
39997,S21554,T1008,0.0,L100,TP105,2
39998,S25572,T1126,21.0,L102,TP112,2
39999,S25573,T1015,4.0,L100,TP110,2
40000,S11226,T1008,20.0,L100,TP105,2
40001,S25574,T1421,244.9,L110,TP124,2
40002,S25575,T1023,2.0,L100,TP120,2
40003,S24615,T1000,818.37,L100,TP100,0
40004,S25576,T1086,0.0,L102,TP141,2
40005,S21554,T1008,4.5,L100,TP105,2
40006,S21554,T1008,8.0,L100,TP105,2
40007,S25577,T1421,33.84,L110,TP124,2
40008,S25578,T1000,13.84,L100,TP100,2
40009,S23145,T1013,68.93,L102,TP108,0
40010,S21554,T1008,7.0,L100,TP105,2
40011,S25579,T1000,39.98,L100,TP100,2
40012,S25580,T1230,103.2,L110,TP112,2
40013,S25581,T1421,448.21,L110,TP124,2
40014,S10675,T1000,54.17,L100,TP100,2
40015,S21554,T1008,4.8,L100,TP105,2
40016,S25582,T1000,812.32,L100,TP100,2
40017,S25583,T1363,125.26,L110,TP151,2
40018,S21554,T1008,3.0,L100,TP105,2
40019,S10096,T1000,6.51,L100,TP100,2
40020,S21554,T1008,1.0,L100,TP105,2
40021,S19262,T1003,6.69,L100,TP100,2
40022,S24183,T1045,223.52,L106,TP108,2
40023,S19367,T1003,379.4,L100,TP100,2
40024,S25584,T1003,240.0,L100,TP100,2
40025,S24715,T1023,8.0,L100,TP120,0
40026,S25585,T1003,57.01,L100,TP100,2
40027,S21537,T1013,88.7,L102,TP108,0
40028,S25586,T1363,184.31,L110,TP151,2
40029,S23539,T1013,6.0,L102,TP108,0
40030,S25587,T1011,7.0,L102,TP108,1
40031,S12346,T1038,46.37,L102,TP125,2
40032,S23160,T1013,31.12,L102,TP108,0
40033,S21831,T1035,14.99,L111,TP117,2
40034,S25588,T1231,9.97,L106,TP108,2
40035,S17073,T1004,64.6,L102,TP197,2
40036,S20663,T1013,693.02,L102,TP108,0
40037,S23489,T1000,12.74,L100,TP100,2
40038,S24787,T1053,20.4,L106,TP125,2
40039,S25589,T1254,24.04,L106,TP108,2
40040,S25590,T1045,115.1,L106,TP108,0
40041,S25591,T1053,28.1,L106,TP125,2
40042,S13247,T1038,52.5,L102,TP125,2
40043,S12110,T1003,239.95,L100,TP100,0
40044,S12110,T1003,186.1,L100,TP100,0
40045,S24889,T1013,658.87,L102,TP108,2
40046,S25270,T1013,6.9,L102,TP108,0
40047,S22095,T1003,522.0,L100,TP100,2
40048,S25592,T1025,6.0,L102,TP153,2
40049,S25593,T1013,6.93,L102,TP108,0
40050,S25594,T1363,221.15,L110,TP151,2
40051,S10499,T1000,16.42,L100,TP100,2
40052,S10499,T1000,16.43,L100,TP100,2
40053,S20663,T1013,693.04,L102,TP108,0
40054,S10466,T1000,8.63,L100,TP100,2
40055,S11400,T1004,2.18,L102,TP154,2
40056,S23589,T1023,14.0,L100,TP120,2
40057,S25595,T1000,4.63,L112,TP100,2
40058,S24730,T1667,92.0,L102,TP127,0
40059,S25153,T1025,3.0,L102,TP127,2
40060,S25153,T1025,5.0,L102,TP127,2
40061,S25596,T1014,7.0,L100,TP109,2
40062,S25597,T1233,0.0,L123,TP109,2
40063,S25598,T1022,10.0,L102,TP118,2
40064,S25599,T1045,14.45,L106,TP108,2
40065,S25153,T1025,4991.0,L102,TP127,2
40066,S21567,T1003,14.81,L100,TP100,2
40067,S25600,T1363,5052.2,L110,TP151,2
40068,S25597,T1014,9.0,L100,TP109,2
40069,S23742,T1013,72.0,L102,TP108,0
40070,S12110,T1110,1053.55,L110,TP126,0
40071,S23122,T1013,96.14,L102,TP108,0
40072,S25590,T1103,0.51,L133,TP106,0
40073,S25142,T1103,5.59,L133,TP106,0
40074,S10486,T1046,78.0,L106,TP108,2
40075,S13408,T1045,14.11,L106,TP108,2
40076,S25601,T1023,3.0,L100,TP120,2
40077,S24338,T1011,9.5,L102,TP108,0
40078,S24724,T1013,96.16,L102,TP108,0
40079,S21567,T1000,9.3,L100,TP100,2
40080,S25602,T1019,29.0,L107,TP108,0
40081,S25602,T1019,29.0,L107,TP108,1
40082,S25603,T1185,24.88,L123,TP117,2
40083,S21672,T1000,438.93,L100,TP100,2
40084,S25604,T1004,10.97,L102,TP114,2
40085,S12143,T1022,1.61,L102,TP118,2
40086,S25605,T1022,1.67,L102,TP118,2
40087,S17129,T1003,89.97,L100,TP100,2
40088,S23796,T1013,891.8,L102,TP108,0
40089,S12432,T1000,49.66,L100,TP100,2
40090,S25602,T1111,91.62,L102,TP125,0
40091,S25602,T1111,91.66,L102,TP125,0
40092,S25606,T1003,79.49,L100,TP100,2
40093,S25607,T1144,11.9,L102,TP112,2
40094,S25401,T1038,14.79,L102,TP125,2
40095,S25608,T1004,2.98,L102,TP114,2
40096,S13686,T1000,9.56,L100,TP100,2
40097,S12519,T1000,31.03,L100,TP100,2
40098,S25609,T1079,54.92,L100,TP133,2
40099,S25610,T1004,75.66,L102,TP120,2
40100,S25102,T1025,4.93,L102,TP112,2
40101,S21672,T1000,211.92,L100,TP100,2
40102,S25611,T1004,1.92,L102,TP114,2
40103,S10029,T1000,29.42,L100,TP100,0
40104,S25612,T1004,1.04,L102,TP124,2
40105,S18774,T1003,35.38,L100,TP100,2
40106,S25357,T1023,34.4,L100,TP120,0
40107,S25359,T1023,33.3,L100,TP120,0
40108,S22039,T1000,39.93,L100,TP100,2
40109,S21310,T1632,335.77,L313,TP190,0
40110,S25613,T1035,14.97,L111,TP117,2
40111,S21043,T1000,19.0,L100,TP100,2
40112,S25359,T1023,34.59,L100,TP120,0
40113,S25361,T1023,35.34,L100,TP120,0
40114,S25358,T1023,33.9,L100,TP120,0
40115,S25144,T1210,26.89,L100,TP178,0
40116,S25357,T1023,36.01,L100,TP120,0
40117,S19612,T1680,170.0,L102,TP151,0
40118,S10040,T1000,28.65,L100,TP100,2
40119,S13708,T1003,900.0,L100,TP100,2
40120,S21113,T1003,12.72,L100,TP100,2
40121,S23342,T1185,202.0,L123,TP117,0
40122,S25614,T1004,1.96,L102,TP114,2
40123,S24364,T1045,218.69,L106,TP108,2
40124,S25504,T1684,0.0,L106,TP118,2
40125,S10675,T1000,63.82,L100,TP100,2
40126,S15044,T1000,9.73,L100,TP100,2
40127,S25541,T1686,173.0,L314,TP125,0
40128,S25615,T1000,99.18,L100,TP100,2
40129,S24684,T1004,19.0,L102,TP114,0
40130,S25361,T1023,34.26,L100,TP120,0
40131,S21310,T1632,303.0,L297,TP190,0
40132,S25616,T1544,6.99,L106,TP117,2
40133,S25617,T1595,859.0,L106,TP112,0
40134,S25618,T1022,1.92,L102,TP118,2
40135,S11175,T1003,5.0,L100,TP100,2
40136,S25619,T1025,2.0,L102,TP153,2
40137,S25620,T1015,1.0,L100,TP110,2
40138,S25621,T1004,1.0,L102,TP116,2
40139,S10235,T1000,94.42,L100,TP100,2
40140,S25622,T1363,609.98,L110,TP151,2
40141,S25623,T1003,19.71,L100,TP100,2
40142,S11064,T1003,13.31,L100,TP100,2
40143,S25624,T1489,894.0,L110,TP104,2
40144,S23651,T1013,874.3,L102,TP108,0
40145,S25625,T1013,39.77,L102,TP108,2
40146,S25626,T1086,1.0,L102,TP141,2
40147,S25627,T1022,6.0,L102,TP118,2
40148,S23160,T1013,31.11,L102,TP108,0
40149,S25628,T1340,3.0,L102,TP112,0
40150,S25628,T1340,5.0,L102,TP112,0
40151,S25629,T1000,17.38,L100,TP100,2
40152,S23414,T1013,684.89,L102,TP108,0
40153,S25630,T1022,4.0,L102,TP118,2
40154,S25631,T1688,43.0,L102,TP183,2
40155,S11683,T1000,7.53,L100,TP100,2
40156,S25632,T1022,4.0,L102,TP118,2
40157,S15892,T1004,39.92,L102,TP104,2
40158,S25633,T1000,6.25,L100,TP100,2
40159,S20669,T1013,636.44,L102,TP108,0
40160,S20669,T1013,636.4,L102,TP108,0
40161,S25332,T1022,5.03,L102,TP118,1
40162,S25332,T1022,5.01,L102,TP118,1
40163,S25160,T1022,1.51,L102,TP118,0
40164,S22367,T1013,209.56,L102,TP108,0
40165,S10040,T1000,14.84,L100,TP100,2
40166,S25171,T1046,125.69,L106,TP108,2
40167,S25634,T1034,800.0,L110,TP120,2
40168,S25635,T1013,10.1,L102,TP108,2
40169,S25636,T1035,14.95,L111,TP117,2
40170,S23179,T1013,73.11,L102,TP108,0
40171,S22481,T1011,900.0,L102,TP108,1
40172,S15892,T1004,5.93,L102,TP246,2
40173,S23742,T1013,676.98,L102,TP108,0
40174,S13032,T1022,70.0,L102,TP118,2
40175,S10029,T1000,36.45,L100,TP100,0
40176,S10029,T1000,36.44,L100,TP100,0
40177,S25637,T1004,15.0,L102,TP154,2
40178,S24496,T1013,69.33,L102,TP108,0
40179,S25638,T1015,9.0,L100,TP110,2
40180,S25639,T1000,0.0,L100,TP100,2
40181,S22280,T1046,133.0,L106,TP108,2
40182,S25640,T1022,6.0,L102,TP118,2
40183,S25641,T1000,78.16,L100,TP100,2
40184,S25642,T1038,3.21,L102,TP125,1
40185,S25642,T1038,3.23,L102,TP125,0
40186,S25643,T1003,12.25,L100,TP100,2
40187,S25644,T1004,8.0,L102,TP116,2
40188,S22481,T1019,19.94,L107,TP108,1
40189,S14142,T1003,45.04,L100,TP100,2
40190,S25645,T1000,30.6,L100,TP100,2
40191,S25646,T1015,6.0,L100,TP110,2
40192,S25647,T1004,5.0,L102,TP116,2
40193,S25648,T1022,5.0,L102,TP118,2
40194,S25602,T1019,28.0,L107,TP108,1
40195,S25602,T1019,27.0,L107,TP108,0
40196,S25649,T1000,19.9,L100,TP100,2
40197,S22314,T1013,29.52,L102,TP108,0
40198,S25650,T1025,5.0,L102,TP126,2
40199,S25651,T1022,2.48,L102,TP118,2
40200,S15892,T1004,226.2,L102,TP104,2
40201,S25648,T1022,5.33,L102,TP118,2
40202,S25652,T1004,7.0,L102,TP116,2
40203,S25653,T1022,10.92,L102,TP118,2
40204,S25654,T1118,9.94,L102,TP107,2
40205,S12110,T1000,214.12,L100,TP100,0
40206,S12110,T1000,214.11,L100,TP100,0
40207,S11226,T1008,5.93,L100,TP105,2
40208,S25655,T1004,2.54,L102,TP122,2
40209,S11226,T1008,5.95,L100,TP105,2
40210,S21882,T1000,59.97,L100,TP100,2
40211,S25656,T1003,39.92,L100,TP100,2
40212,S22485,T1013,663.45,L102,TP108,0
40213,S13441,T1000,18.17,L100,TP100,2
40214,S25657,T1042,10.84,L113,TP112,2
40215,S13234,T1008,2.0,L100,TP105,2
40216,S18765,T1492,15.9,L123,TP109,0
40217,S18765,T1014,15.98,L100,TP109,0
40218,S22411,T1013,6.49,L102,TP108,0
40219,S25658,T1017,4.99,L100,TP112,2
40220,S18435,T1003,5.86,L100,TP100,2
40221,S25659,T1003,7.44,L100,TP100,2
40222,S25660,T1025,3.0,L102,TP127,0
40223,S25660,T1025,6.0,L102,TP127,0
40224,S25642,T1038,4.08,L102,TP125,0
40225,S25661,T1035,14.95,L111,TP117,2
40226,S25602,T1689,4.0,L102,TP141,0
40227,S25602,T1689,8.0,L102,TP141,0
40228,S21552,T1690,542.2,L315,TP130,0
40229,S21552,T1690,542.25,L315,TP130,0
40230,S22069,T1013,37.54,L102,TP108,0
40231,S25602,T1004,230.0,L102,TP133,1
40232,S25602,T1004,240.0,L102,TP133,0
40233,S25662,T1030,33.4,L100,TP103,2
40234,S25663,T1015,59.8,L100,TP110,2
40235,S21672,T1000,137.74,L100,TP100,2
40236,S25664,T1086,2.0,L102,TP141,2
40237,S25665,T1000,62.78,L100,TP100,2
40238,S25666,T1014,9.69,L100,TP109,2
40239,S22803,T1013,87.0,L102,TP108,0
40240,S22411,T1013,6.47,L102,TP108,0
40241,S25667,T1645,99.93,L291,TP112,2
40242,S10612,T1351,363.87,L110,TP197,2
40243,S25668,T1015,7.0,L100,TP110,2
40244,S23643,T1013,36.61,L102,TP108,0
40245,S25669,T1022,2.16,L102,TP118,2
40246,S25670,T1015,4.0,L100,TP110,2
40247,S25671,T1180,104.98,L110,TP109,2
40248,S20997,T1155,10.87,L150,TP117,0
40249,S24874,T1023,2.0,L100,TP120,0
40250,S25672,T1014,4.0,L100,TP109,2
40251,S25673,T1000,19.95,L100,TP100,2
40252,S25416,T1210,191.53,L100,TP178,0
40253,S12110,T1003,141.7,L100,TP100,0
40254,S12110,T1003,53.6,L100,TP100,0
40255,S25602,T1409,3.0,L100,TP103,0
40256,S25602,T1409,3.0,L100,TP103,0
40257,S25602,T1409,20.0,L100,TP103,1
40258,S25602,T1409,40.0,L100,TP103,0
40259,S25674,T1045,32.42,L106,TP108,2
40260,S25675,T1003,900.0,L100,TP100,2
40261,S25676,T1003,75.08,L100,TP100,2
40262,S11226,T1008,1.0,L100,TP105,2
40263,S25677,T1237,137.6,L110,TP133,2
40264,S24784,T1015,9.0,L100,TP110,2
40265,S10122,T1000,39.91,L100,TP100,2
40266,S25275,T1182,105.0,L106,TP139,2
40267,S10056,T1000,27.56,L100,TP100,2
40268,S21689,T1691,7.0,L102,TP137,0
40269,S21689,T1691,5.0,L102,TP137,0
40270,S21887,T1691,4.0,L102,TP137,0
40271,S25678,T1014,2.0,L100,TP109,2
40272,S11226,T1008,8.93,L100,TP105,2
40273,S16321,T1022,1.94,L102,TP118,2
40274,S25679,T1000,106.67,L100,TP100,2
40275,S16689,T1000,144.94,L100,TP100,2
40276,S23553,T1038,51.81,L102,TP125,2
40277,S24868,T1023,3.0,L100,TP120,0
40278,S11226,T1008,5.0,L100,TP105,2
40279,S25602,T1019,22.0,L107,TP108,0
40280,S25602,T1019,28.0,L107,TP108,1
40281,S25680,T1019,7.5,L107,TP108,2
40282,S25681,T1022,5.68,L102,TP118,2
40283,S24872,T1023,5.0,L100,TP120,0
40284,S25602,T1692,2.0,L102,TP139,0
40285,S25602,T1692,8.0,L102,TP139,0
40286,S25602,T1692,0.0,L102,TP139,2
40287,S25682,T1014,8.0,L100,TP109,2
40288,S25602,T1692,87.12,L102,TP139,0
40289,S25602,T1692,87.18,L102,TP139,1
40290,S25683,T1153,4.0,L106,TP139,2
40291,S25684,T1004,1.63,L102,TP107,0
40292,S25684,T1004,1.68,L102,TP107,0
40293,S11226,T1008,90.0,L100,TP105,2
40294,S25685,T1004,8.0,L102,TP116,2
40295,S23796,T1013,891.8,L102,TP108,0
40296,S25686,T1182,53.0,L106,TP139,2
40297,S25687,T1243,94.0,L106,TP108,1
40298,S25688,T1243,129.0,L106,TP108,1
40299,S25689,T1000,10.71,L100,TP100,2
40300,S20663,T1013,693.09,L102,TP108,0
40301,S11312,T1013,25.0,L102,TP108,2
40302,S25690,T1153,937.8,L106,TP139,2
40303,S23122,T1013,96.1,L102,TP108,0
40304,S25691,T1000,47.58,L100,TP100,2
40305,S24724,T1013,96.13,L102,TP108,2
40306,S24724,T1013,96.14,L102,TP108,0
40307,S23651,T1013,874.5,L102,TP108,0
40308,S25692,T1205,8142.32,L110,TP177,2
40309,S22485,T1013,663.42,L102,TP108,0
40310,S10675,T1000,15.99,L100,TP100,2
40311,S25693,T1111,3.0,L102,TP125,2
40312,S25694,T1184,1.7,L110,TP137,2
40313,S25695,T1044,14.0,L106,TP108,2
40314,S24872,T1023,7.0,L100,TP120,0
40315,S25031,T1013,91.6,L102,TP108,0
40316,S11706,T1000,28.42,L100,TP100,2
40317,S25696,T1030,45.69,L100,TP103,2
40318,S25697,T1153,3.0,L106,TP139,2
40319,S25698,T1003,41.8,L100,TP100,2
40320,S23742,T1013,676.9,L102,TP108,0
40321,S25699,T1025,3.0,L102,TP112,2
40322,S18449,T1049,36.78,L100,TP129,2
40323,S24353,T1000,12.71,L100,TP100,2
40324,S10506,T1000,78.92,L100,TP100,2
40325,S25618,T1022,2.29,L102,TP118,2
40326,S25502,T1013,1.02,L102,TP108,2
40327,S25700,T1000,58.75,L100,TP100,2
40328,S22069,T1013,37.52,L102,TP108,0
40329,S25701,T1022,2.0,L102,TP118,2
40330,S19418,T1025,2.0,L102,TP112,0
40331,S19418,T1025,4.0,L102,TP112,0
40332,S25702,T1003,15.0,L100,TP100,2
40333,S18703,T1022,6.0,L102,TP118,2
40334,S19898,T1046,370.0,L106,TP108,2
40335,S25399,T1013,26.5,L102,TP108,0
40336,S25703,T1025,740.0,L102,TP209,2
40337,S25704,T1118,4.9,L102,TP107,2
40338,S25705,T1000,56.1,L100,TP100,2
40339,S25706,T1003,101.75,L100,TP100,2
40340,S25349,T1000,234.7,L100,TP100,0
40341,S25707,T1041,105.0,L100,TP102,2
40342,S25659,T1000,31.88,L100,TP100,2
40343,S25708,T1000,21.85,L100,TP100,2
40344,S25709,T1123,233.8,L100,TP102,2
40345,S25710,T1281,17.93,L179,TP117,2
40346,S21689,T1675,38.85,L109,TP117,0
40347,S10040,T1000,23.62,L100,TP100,2
40348,S12806,T1000,39.98,L100,TP100,2
40349,S25493,T1003,26.0,L100,TP100,0
40350,S25711,T1046,32.0,L106,TP108,2
40351,S16297,T1000,19.6,L100,TP100,2
40352,S18714,T1003,40.26,L100,TP100,2
40353,S12487,T1003,4.96,L100,TP100,2
40354,S17662,T1003,42.31,L100,TP100,2
40355,S25712,T1000,222.26,L100,TP100,2
40356,S25713,T1000,39.94,L100,TP100,2
40357,S21672,T1000,127.42,L100,TP100,2
40358,S18801,T1004,424.4,L102,TP177,2
40359,S22450,T1633,26.84,L106,TP125,2
40360,S25714,T1015,94.38,L100,TP110,2
40361,S25715,T1233,3.0,L109,TP109,2
40362,S25716,T1636,9.0,L102,TP116,2
40363,S25717,T1023,4.0,L100,TP120,2
40364,S25718,T1678,100.1,L106,TP132,2
40365,S23742,T1013,676.91,L102,TP108,0
40366,S25719,T1022,4.0,L102,TP118,2
40367,S24599,T1000,40.73,L100,TP100,2
40368,S25720,T1083,680.0,L106,TP110,2
40369,S25721,T1165,14.98,L102,TP100,2
40370,S25722,T1216,231.28,L110,TP180,2
40371,S25723,T1083,60.0,L106,TP110,2
40372,S24997,T1013,115.22,L102,TP108,0
40373,S19374,T1527,1374.57,L110,TP158,2
40374,S25724,T1022,7.0,L102,TP118,2
40375,S25725,T1083,4097.0,L106,TP110,2
40376,S25726,T1019,16.76,L107,TP108,2
40377,S25602,T1013,3.0,L102,TP108,0
40378,S25602,T1013,4.0,L102,TP108,0
40379,S25602,T1013,5.0,L102,TP108,0
40380,S25727,T1149,905.94,L100,TP116,1
40381,S25728,T1149,905.97,L100,TP116,1
40382,S25729,T1149,905.92,L100,TP116,1
40383,S21672,T1000,216.41,L100,TP100,2
40384,S23735,T1013,51.97,L102,TP108,0
40385,S25730,T1004,7.0,L102,TP116,2
40386,S23735,T1013,51.92,L102,TP108,0
40387,S25731,T1023,5.0,L100,TP120,2
40388,S22367,T1013,209.54,L102,TP108,0
40389,S25732,T1003,65.37,L100,TP100,2
40390,S25733,T1040,114.3,L102,TP112,2
40391,S25734,T1017,4.94,L100,TP112,2
40392,S25095,T1000,0.0,L100,TP100,0
40393,S25095,T1000,0.0,L100,TP100,0
40394,S25735,T1015,7.0,L100,TP110,2
40395,S25736,T1022,3.0,L102,TP118,2
40396,S25737,T1003,10.37,L100,TP100,2
40397,S21537,T1013,88.76,L102,TP108,0
40398,S25738,T1004,5.0,L102,TP116,2
40399,S16235,T1000,45.92,L100,TP100,2
40400,S16235,T1000,45.9,L100,TP100,2
40401,S21510,T1118,12.98,L102,TP107,2
40402,S25602,T1111,5.0,L102,TP125,0
40403,S25602,T1111,2.0,L102,TP125,0
40404,S24496,T1013,69.36,L102,TP108,0
40405,S25739,T1000,475.94,L100,TP100,2
40406,S25729,T1149,905.94,L100,TP116,0
40407,S21818,T1544,16.7,L106,TP117,2
40408,S25740,T1355,125.8,L100,TP103,1
40409,S25037,T1045,7.87,L106,TP108,0
40410,S24227,T1045,7.85,L106,TP108,0
40411,S24227,T1045,8.34,L106,TP108,0
40412,S24227,T1045,7.83,L106,TP108,0
40413,S25741,T1086,3.0,L102,TP141,2
40414,S25602,T1693,0.0,L102,TP106,0
40415,S25602,T1693,7.0,L102,TP106,0
40416,S22563,T1045,10.41,L106,TP108,0
40417,S25186,T1045,10.49,L106,TP108,0
40418,S23522,T1022,2.19,L102,TP118,2
40419,S16772,T1118,13.91,L102,TP107,2
40420,S25742,T1015,4.0,L100,TP110,2
40421,S25602,T1694,14.8,L102,TP125,0
40422,S25602,T1694,14.84,L102,TP125,0
40423,S25602,T1694,14.86,L102,TP125,0
40424,S25602,T1694,14.85,L102,TP125,0
40425,S25602,T1692,6.0,L102,TP139,0
40426,S25602,T1692,3.0,L102,TP139,0
40427,S25743,T1086,7.0,L102,TP141,2
40428,S13715,T1000,30.67,L100,TP100,2
40429,S25744,T1086,2.0,L102,TP141,2
40430,S24227,T1045,193.02,L106,TP108,1
40431,S24227,T1045,193.06,L106,TP108,0
40432,S24227,T1045,8.33,L106,TP108,0
40433,S24227,T1045,100.0,L106,TP108,0
40434,S24227,T1045,300.0,L106,TP108,1
40435,S25745,T1046,252.0,L106,TP108,2
40436,S23651,T1013,874.9,L102,TP108,0
40437,S13410,T1000,39.96,L100,TP100,2
40438,S25365,T1022,2.0,L102,TP118,2
40439,S25746,T1022,3.0,L102,TP118,2
40440,S22833,T1022,30.0,L102,TP118,2
40441,S25747,T1000,280.23,L100,TP100,2
40442,S24918,T1013,621.2,L102,TP108,0
40443,S25748,T1061,240.0,L100,TP116,2
40444,S25416,T1004,4.0,L102,TP116,0
40445,S25749,T1022,6.0,L102,TP118,2
40446,S25750,T1279,12.94,L100,TP151,2
40447,S25751,T1153,890.65,L106,TP139,2
40448,S25752,T1004,7.0,L102,TP116,2
40449,S25753,T1022,0.0,L102,TP118,2
40450,S25754,T1066,88.7,L110,TP116,2
40451,S25755,T1514,330.0,L110,TP163,2
40452,S25602,T1695,6.0,L102,TP116,0
40453,S25602,T1695,9.0,L102,TP116,0
40454,S21672,T1000,128.1,L100,TP100,2
40455,S25602,T1100,50.24,L102,TP247,0
40456,S25602,T1100,50.29,L102,TP247,0
40457,S25756,T1022,5.0,L102,TP118,2
40458,S25757,T1000,152.75,L100,TP100,2
40459,S25758,T1003,40.0,L100,TP100,2
40460,S25746,T1086,0.0,L102,TP141,2
40461,S25759,T1004,3.0,L102,TP116,2
40462,S25602,T1019,21.0,L107,TP108,0
40463,S25602,T1019,29.0,L107,TP108,1
40464,S12073,T1003,17.59,L100,TP100,2
40465,S25760,T1080,183.68,L110,TP100,2
40466,S25761,T1578,102.0,L100,TP144,2
40467,S21672,T1000,163.87,L100,TP100,2
40468,S13938,T1124,14.99,L100,TP114,2
40469,S25762,T1000,43.91,L100,TP100,2
40470,S25763,T1514,340.0,L110,TP163,2
40471,S25764,T1514,160.0,L110,TP163,2
40472,S25765,T1213,157.0,L110,TP179,2
40473,S25766,T1042,1.0,L135,TP112,2
40474,S25602,T1019,22.0,L107,TP108,1
40475,S25602,T1019,24.0,L107,TP108,0
40476,S25767,T1519,429.79,L110,TP137,2
40477,S25768,T1000,19.74,L100,TP100,2
40478,S12346,T1038,60.31,L102,TP125,2
40479,S21537,T1013,88.78,L102,TP108,0
40480,S25769,T1000,106.89,L100,TP100,2
40481,S13410,T1000,24.93,L100,TP100,2
40482,S14895,T1000,45.82,L100,TP100,2
40483,S19418,T1025,2.0,L102,TP112,0
40484,S19418,T1025,2.0,L102,TP112,0
40485,S14609,T1038,2.4,L102,TP125,2
40486,S25770,T1073,1151.0,L148,TP112,2
40487,S25771,T1073,1151.0,L110,TP112,2
40488,S25772,T1038,2.09,L102,TP125,2
40489,S25773,T1073,1159.0,L148,TP112,2
40490,S25774,T1040,141.98,L102,TP112,1
40491,S25774,T1040,141.98,L102,TP112,1
40492,S23330,T1045,132.0,L106,TP108,2
40493,S25775,T1045,25.35,L106,TP108,2
40494,S19666,T1003,290.3,L100,TP100,2
40495,S25776,T1696,0.07,L100,TP109,0
40496,S25373,T1025,194.69,L102,TP196,2
40497,S24347,T1003,2.87,L100,TP100,2
40498,S25777,T1125,286.85,L100,TP120,2
40499,S25778,T1045,6.0,L106,TP108,2
40500,S25332,T1022,5.04,L102,TP118,1
40501,S25332,T1022,5.08,L102,TP118,1
40502,S24221,T1022,1.62,L102,TP118,2
40503,S24889,T1013,658.82,L102,TP108,2
40504,S25602,T1692,24.5,L102,TP139,0
40505,S25602,T1692,24.57,L102,TP139,1
40506,S25776,T1696,0.03,L100,TP109,0
40507,S25776,T1696,0.03,L100,TP109,0
40508,S25635,T1013,9.76,L102,TP108,2
40509,S13410,T1003,36.0,L100,TP100,2
40510,S25270,T1013,6.9,L102,TP108,0
40511,S25593,T1013,6.98,L102,TP108,0
40512,S20663,T1013,693.09,L102,TP108,0
40513,S12519,T1000,17.12,L100,TP100,2
40514,S23768,T1004,7.0,L102,TP114,2
40515,S20954,T1004,1.94,L102,TP114,2
40516,S16298,T1000,37.28,L112,TP100,2
40517,S16298,T1000,71.08,L112,TP100,2
40518,S25779,T1011,2.0,L102,TP108,2
40519,S25780,T1011,7.0,L102,TP108,0
40520,S25780,T1011,1.0,L102,TP108,0
40521,S25781,T1004,5.0,L102,TP116,2
40522,S24449,T1103,10.72,L133,TP106,0
40523,S21953,T1103,0.61,L133,TP106,0
40524,S25782,T1086,5.0,L102,TP141,2
40525,S23122,T1013,96.14,L102,TP108,0
40526,S25783,T1053,30.19,L106,TP125,2
40527,S22456,T1045,9.26,L106,TP108,0
40528,S25784,T1363,15.51,L148,TP151,2
40529,S15892,T1004,47.14,L102,TP161,2
40530,S11360,T1045,38.0,L106,TP108,2
40531,S23654,T1045,9.79,L106,TP108,0
40532,S25785,T1156,545.0,L106,TP109,0
40533,S25222,T1023,0.0,L100,TP120,0
40534,S25222,T1023,0.0,L100,TP120,0
40535,S24531,T1013,713.15,L102,TP108,0
40536,S24530,T1013,713.19,L102,TP108,0
40537,S23420,T1013,713.1,L102,TP108,0
40538,S23420,T1013,713.18,L102,TP108,0
40539,S24724,T1013,96.19,L102,TP108,0
40540,S25786,T1506,8.0,L106,TP105,2
40541,S25787,T1165,7.0,L102,TP100,2
40542,S25788,T1003,50.94,L100,TP100,2
40543,S22515,T1023,0.0,L100,TP120,0
40544,S22515,T1023,0.0,L100,TP120,0
40545,S25789,T1251,11.0,L102,TP112,2
40546,S25602,T1011,0.0,L102,TP108,0
40547,S12409,T1329,34.99,L189,TP163,0
40548,S25790,T1000,157.0,L100,TP100,2
40549,S25416,T1210,13.56,L100,TP178,0
40550,S25790,T1000,111.8,L100,TP100,2
40551,S23287,T1023,100.0,L100,TP120,0
40552,S10675,T1003,18.08,L100,TP100,2
40553,S24730,T1667,93.0,L102,TP127,0
40554,S25602,T1019,25.0,L107,TP108,0
40555,S25791,T1046,60.0,L106,TP108,2
40556,S25792,T1046,130.0,L106,TP108,2
